N
200,200
C
100
R
25,100
T
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
175,100
M
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
