N
200,200
C
100
R
100,165
T
100 , 25
100 , 26
100 , 27
100 , 28
100 , 29
100 , 30
100 , 31
100 , 32
100 , 33
100 , 34
100 , 35
100 , 36
100 , 37
100 , 38
100 , 39
100 , 40
100 , 41
100 , 42
100 , 43
100 , 44
100 , 45
100 , 46
100 , 47
100 , 48
100 , 49
100 , 50
100 , 51
100 , 52
100 , 53
100 , 54
100 , 55
100 , 56
100 , 57
100 , 58
100 , 59
100 , 60
100 , 61
100 , 62
100 , 63
100 , 64
100 , 65
100 , 66
100 , 67
100 , 68
100 , 69
100 , 70
100 , 71
100 , 72
100 , 73
100 , 74
100 , 75
100 , 76
100 , 77
100 , 78
100 , 79
100 , 80
100 , 81
100 , 82
100 , 83
100 , 84
100 , 85
100 , 86
100 , 87
100 , 88
100 , 89
100 , 90
100 , 91
100 , 92
100 , 93
100 , 94
100 , 95
100 , 96
100 , 97
100 , 98
100 , 99
100 , 100
100 , 101
100 , 102
100 , 103
100 , 104
100 , 105
100 , 106
100 , 107
100 , 108
100 , 109
100 , 110
100 , 111
100 , 112
100 , 113
100 , 114
100 , 115
100 , 116
100 , 117
100 , 118
100 , 119
100 , 120
100 , 121
100 , 122
100 , 123
100 , 124
100 , 125
100 , 126
100 , 127
100 , 128
100 , 129
100 , 130
100 , 131
100 , 132
100 , 133
100 , 134
100 , 135
100 , 136
100 , 137
100 , 138
100 , 139
100 , 140
100 , 141
100 , 142
100 , 143
100 , 144
100 , 145
100 , 146
100 , 147
100 , 148
100 , 149
100 , 150
100 , 151
100 , 152
100 , 153
100 , 154
100 , 155
100 , 156
100 , 157
100 , 158
100 , 159
100 , 160
100 , 161
100 , 162
100 , 163
100 , 164
100 , 165
M
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
